description,id,protected,url,public_metrics,verified,pinned_tweet_id,username,location,name,profile_image_url,created_at,withheld
Official Chillaxation Internet Radio Station,825790602830815233,False,https://t.co/K5QCdZ9KwL,"{'followers_count': 462, 'following_count': 367, 'tweet_count': 86224, 'listed_count': 9}",False,1.238626541317378e+18,smoothjazznola,"New Orleans, LA",SmoothJazzNola,https://pbs.twimg.com/profile_images/1513479307703767040/TquE0NFO_normal.jpg,2017-01-29T19:39:56.000Z,
,3407734155,False,,"{'followers_count': 77, 'following_count': 33, 'tweet_count': 5067, 'listed_count': 5}",False,7.156263141750948e+17,amimaux,"Paris, Frankreich",RÊVE DE JUSTICE,https://pbs.twimg.com/profile_images/665641163978907648/AQnj4Ukr_normal.jpg,2015-08-07T21:24:26.000Z,
"🌸 « Pense, crois, rêve et ose » 📍 Berjallie - Lyon - Grenoble 👩🏼‍💻 CEO @eshopyvanna & AED 🏉 Au bord des terrains le week-end !",117479647,False,https://t.co/En5gbWzEvN,"{'followers_count': 5246, 'following_count': 1271, 'tweet_count': 26509, 'listed_count': 64}",False,,fa_nnyH,"Bourgoin-Jallieu, France",Fanny H.,https://pbs.twimg.com/profile_images/1533524046524174336/lYIlne9l_normal.jpg,2010-02-25T17:56:32.000Z,
Follow this account for geo-targeted Sales job tweets in France. Need help? Tweet us at @CareerArc!,33112311,False,https://t.co/6k1iNthGUc,"{'followers_count': 287, 'following_count': 214, 'tweet_count': 660, 'listed_count': 170}",False,,tmj_fra_sales,France,TMJ-FRA Sales Jobs,https://pbs.twimg.com/profile_images/671101924922359808/JxlBKROl_normal.jpg,2009-04-19T03:16:45.000Z,
"Parce que l'on aime Boire avec Modération, c'est notre ami à tous!",755044207019057152,False,,"{'followers_count': 30, 'following_count': 29, 'tweet_count': 452, 'listed_count': 11}",False,,ConsoModeration,"Paris, Frankreich",Avec Modération,https://pbs.twimg.com/profile_images/755045063185600513/wRtATr86_normal.jpg,2016-07-18T14:19:01.000Z,
"I am a bot that evaluates articles. If you want to run the same NLP tools yourself, check out our website, or the Valurank extension on the chrome web store.",1442161841912700929,False,https://t.co/O54Ogzib02,"{'followers_count': 162, 'following_count': 371, 'tweet_count': 90655, 'listed_count': 4}",False,,valurank,"Austin, TX",Valurank,https://pbs.twimg.com/profile_images/1522011744847204353/bP7SdPVd_normal.jpg,2021-09-26T16:19:54.000Z,
☮️❤️Creator @XShinobiNinjaX Designer @realsnowmilk Partner @willyblabs @UnicornsRiding @ZenithDevine 📸 https://t.co/rusEC2XH66,25157156,False,https://t.co/OCu7vDLAQn,"{'followers_count': 68839, 'following_count': 222, 'tweet_count': 11872, 'listed_count': 31}",False,1.4820164136531187e+18,DoobieDukeSims,"Brooklyn, NY",Doobie Duke Sims ③,https://pbs.twimg.com/profile_images/1479311342041456640/thnJ7pDp_normal.jpg,2009-03-18T21:18:04.000Z,
,305691002,False,,"{'followers_count': 1451, 'following_count': 4328, 'tweet_count': 187352, 'listed_count': 83}",False,9.104953849585868e+17,OUZOUER,Frankreich,PECHEUX,https://pbs.twimg.com/profile_images/1420419619/1_BAYA_AU_REVEIL_normal.jpg,2011-05-26T16:54:20.000Z,
"Ingegnere, ma elettronico relativista. CEO di Nurjana Technologies. Torno leggero senza fw.Viaggio, leggo, fotografo, scrivo e suono. Qui colloqui con me stesso",1454729114351460352,False,https://t.co/ish4OqDtML,"{'followers_count': 11, 'following_count': 46, 'tweet_count': 355, 'listed_count': 0}",False,1.455072726050386e+18,Pietro22043416,"Cagliari, Sardegna",Pietro Andronico,https://pbs.twimg.com/profile_images/1519542290959720448/sv4N2bvL_normal.jpg,2021-10-31T08:37:35.000Z,
Conseiller en insertion | Ancien AP Innamorato dell'Italia 🇮🇹 #Caravagio | #NUPES,2467892087,False,https://t.co/fS36W4NxGj,"{'followers_count': 279, 'following_count': 279, 'tweet_count': 5854, 'listed_count': 37}",False,9.442360655981364e+17,AmbroiseSolomon,"Paris, France",🌈 𝗔. 𝗦. 🇺🇦 🇫🇷 🇪🇺,https://pbs.twimg.com/profile_images/1401633258291580930/G1Zl2bMq_normal.jpg,2014-04-07T18:27:23.000Z,
"The continuing adventures of Indy Anna Bones, archaeologist, explorer, adventurer, cryptozoologist, and groundhog admirer.",1064130635122556928,False,https://t.co/D0o0CQMFll,"{'followers_count': 383, 'following_count': 543, 'tweet_count': 1063, 'listed_count': 4}",False,,AdventureOnSat,"Queens, NY",SaturdayAdventures,https://pbs.twimg.com/profile_images/1196046984639078401/l-95k16c_normal.jpg,2018-11-18T12:18:08.000Z,
« Love you to the Moon and to Saturn » 🎶♥️ TS,499799194,False,https://t.co/hUoSC7ykAe,"{'followers_count': 1523, 'following_count': 1530, 'tweet_count': 86538, 'listed_count': 94}",False,1.505228456749113e+18,Sabrinabuizza,French Riviera,Sabrina FashionSens'🐢❤️🎶,https://pbs.twimg.com/profile_images/1508351781302112260/-mF6AUWP_normal.jpg,2012-02-22T13:57:47.000Z,
le meilleur est à venir !,2955009238,False,,"{'followers_count': 337, 'following_count': 533, 'tweet_count': 19170, 'listed_count': 18}",False,9.500240946108456e+17,FanFlight75,"Paris, France",Théophilde #FullyVaccinated,https://pbs.twimg.com/profile_images/1451981843063058432/x3gGlJb7_normal.jpg,2015-01-01T15:40:29.000Z,
"Hello my name is Amy my interests are Nature Photography, Classic films, Fashion, Reading, Science and Art, Home Design and Cake Decoration, Skateboarding 🌹",206214645,False,,"{'followers_count': 2510, 'following_count': 3632, 'tweet_count': 57344, 'listed_count': 18}",False,1.5347933070328504e+18,ledope,"Paris, France",Amy Joanne Bradshaw,https://pbs.twimg.com/profile_images/1453354834317426689/TKw3BQ77_normal.jpg,2010-10-22T14:12:53.000Z,
Twitter destinado a levar até a apresentadora @angelicaksy todo o carinho e amor que houver a existir. Reconhecido e seguido por ela!,69640203,False,https://t.co/2SheSOiZE3,"{'followers_count': 16863, 'following_count': 61, 'tweet_count': 49743, 'listed_count': 174}",False,,turmadaangelica,"Rio de Janeiro, Brasil",TURMA DA ANGÉLICA ♥,https://pbs.twimg.com/profile_images/838028602885222401/rq_i7k9n_normal.jpg,2009-08-28T17:12:21.000Z,
"🇫🇷 suivi par @MLP_officiel ,  bloqué par  @Anne_Hidalgo @T_Bouhafs @RokhayaDiallo @Guiraudlnd entre autres",2883583489,False,,"{'followers_count': 4026, 'following_count': 2983, 'tweet_count': 52520, 'listed_count': 31}",False,1.4679214141330063e+18,FrVerre,Toulon,Verre Abonné,https://pbs.twimg.com/profile_images/1287677676787048449/gbo7zo_Z_normal.jpg,2014-10-30T16:00:53.000Z,
"French Illustrator • DM for commissions •
Link to my socials ⬇️",377044278,False,https://t.co/zwZtZ0Cog3,"{'followers_count': 204, 'following_count': 10, 'tweet_count': 99, 'listed_count': 3}",False,,KellyStockinger,,Stockinger ☆,https://pbs.twimg.com/profile_images/1473646802121506823/g7Fyk9Ax_normal.jpg,2011-09-20T22:46:10.000Z,
"écrivaillon auteur de ""SAUVE QUI PEUT"", ""REQUIEM POUR L'EDUCATION NATIONALE"", ""MOTS D'EXCUSE"", ""UN PRINCIPAL NE DEVRAIT PAS DIRE ÇA"", etc.",3091624643,False,,"{'followers_count': 211, 'following_count': 65, 'tweet_count': 169, 'listed_count': 13}",False,,patrice_romain,France,Patrice Romain,https://pbs.twimg.com/profile_images/1534128568451616769/oxLejWgQ_normal.jpg,2015-03-14T10:30:03.000Z,
Paris est devenue une véritable décharge à ciel ouvert. J'ai honte quand je croise des touristes qui fantasmaient notre ville et font face à des tas d'ordures.,1508173567359438851,False,,"{'followers_count': 1, 'following_count': 21, 'tweet_count': 9, 'listed_count': 0}",False,,pariscracra,,pariscracra,https://pbs.twimg.com/profile_images/1508174565154902018/CWcwPuLD_normal.jpg,2022-03-27T20:06:31.000Z,
Bienvenue dans notre service de livraison (Paris et sa proche banlieues) 🚚 💨 en direct de WhatsApp et Télégram au 07.51.09.40.70,1513774285944508422,False,https://t.co/8awwx15YC0,"{'followers_count': 7, 'following_count': 20, 'tweet_count': 12, 'listed_count': 0}",False,1.53421109494383e+18,KarimDu18,"Paris, Frankreich",LIVRAISON IDF,https://pbs.twimg.com/profile_images/1513774434691256321/9vbtUxPt_normal.jpg,2022-04-12T07:01:40.000Z,
"I'm a geek, I love my wife, our 2 dogs and our cat. What more do you want? $BoredMatt 🎈",754823,False,,"{'followers_count': 451, 'following_count': 361, 'tweet_count': 11080, 'listed_count': 16}",False,,MattwThorn,"Perrysburg, OH",$BoredMatt,https://pbs.twimg.com/profile_images/859349278778634240/0eHpcfzs_normal.jpg,2007-02-05T14:11:45.000Z,
"Free online radio playing jazz from the past 100 years. Every decade, every style from the 20’s to the 20’s",1489236832634167297,False,https://t.co/T5a37uwZ64,"{'followers_count': 29, 'following_count': 65, 'tweet_count': 2644, 'listed_count': 1}",False,,thejazzcentury,"Milwaukee, WI",theJazzCentury.com,https://pbs.twimg.com/profile_images/1489237071944425476/DaGGfbzF_normal.jpg,2022-02-03T13:58:38.000Z,
"It's good to be important, but it's more important to be good... ✨✨🔺✨✨",2810717458,False,,"{'followers_count': 3136, 'following_count': 240, 'tweet_count': 29222, 'listed_count': 8}",False,,jphtwittes,Paris 8ème ardt. ,JPH Twittes,https://pbs.twimg.com/profile_images/1465423914688000004/hgT_aWOn_normal.jpg,2014-10-06T16:47:01.000Z,
#OPPO Product Ambassador | Australia 🇦🇺 | #OPPOFindX5Series #OPPOAmbassadors | Relationship Manager | Coach - @TferThomas_Link | Dad to @rahi_the_beagle,16695057,False,https://t.co/WYqYIEuf81,"{'followers_count': 14678, 'following_count': 12329, 'tweet_count': 184273, 'listed_count': 656}",False,1.5217141418784197e+18,TferThomas,"Brisbane, Australia",Thomas Skennerton,https://pbs.twimg.com/profile_images/1502406016008613888/qhm2Aqlo_normal.jpg,2008-10-11T11:09:09.000Z,
Dr8Love | Art Gallery | #dr8love #dr8loveart | Facebook: https://t.co/tMUaQP6zpk | Instagram: @Dr8Love| email: dr88love@gmail.com | https://t.co/991Zesr9DE,720399057512890368,False,https://t.co/991Zesr9DE,"{'followers_count': 511, 'following_count': 1685, 'tweet_count': 1987, 'listed_count': 4}",False,,dr8_love,"New York, NY",Dr8 Love,https://pbs.twimg.com/profile_images/720399486112018433/WXW_L6P0_normal.jpg,2016-04-13T23:51:34.000Z,
"Get the App! http://t.co/R73eViHUwm Streaming House Music, Deep House, & Tech House Music 24/7 from Montreal, Quebec, Canada.",179236202,False,http://t.co/z61qfegjnH,"{'followers_count': 789, 'following_count': 766, 'tweet_count': 71756, 'listed_count': 102}",False,,audioboxlive,Montreal,Audioboxlive Radio,https://pbs.twimg.com/profile_images/1846342635/mainlogo_normal.png,2010-08-16T21:05:05.000Z,
"J'❤️ Rien.... J'suis Parisien ! It's good to be important but it's more important to be good. Photographer, photo, Paris, Travel, Apple, Love all the life ...",576150916,False,,"{'followers_count': 1387, 'following_count': 261, 'tweet_count': 40381, 'listed_count': 19}",False,1.1641692137722757e+18,jphnomade,Paris 8ème.,  J.P.H  ,https://pbs.twimg.com/profile_images/2278218521/lm470jw4dtnrwu8wfjd2_normal.gif,2012-05-10T11:18:19.000Z,
#MYOB,471726675,False,,"{'followers_count': 1532, 'following_count': 1137, 'tweet_count': 84253, 'listed_count': 0}",False,,wanderinphlower,Somewhere traveling ,Princess 👑 or D 👗,https://pbs.twimg.com/profile_images/1361584005557202946/vD6IWUt0_normal.jpg,2012-01-23T05:54:01.000Z,
,1519342936634372098,False,,"{'followers_count': 4, 'following_count': 17, 'tweet_count': 516, 'listed_count': 0}",False,,deva_ramkelawan,,Deva Ramkelawan,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,2022-04-27T15:50:51.000Z,
Un collectif. Ukraine - France - Europe.,1496447987735748611,False,https://t.co/8i3izRzqrO,"{'followers_count': 1829, 'following_count': 1033, 'tweet_count': 4745, 'listed_count': 17}",False,,UkraineStand,,StandWithUkraine,https://pbs.twimg.com/profile_images/1517934945431433225/AFTE9Qke_normal.jpg,2022-02-23T11:33:12.000Z,
"#Go4metaverse, do more",1535158790668046336,False,https://t.co/rVSWNBhVnr,"{'followers_count': 0, 'following_count': 4, 'tweet_count': 2, 'listed_count': 0}",False,,Go4_Metaverse,,Go4Metaverse,https://pbs.twimg.com/profile_images/1535159078258974721/ZBreEhUp_normal.jpg,2022-06-10T07:16:15.000Z,
I'm looking for a good relationship,1535740853259763712,False,,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 1, 'listed_count': 0}",False,,Zuangly1,,Zuangly,https://pbs.twimg.com/profile_images/1535741084831485952/czFv0wEh_normal.jpg,2022-06-11T21:49:04.000Z,
🌏 #UCE Union des Centristes et des Écologistes @uce_fr en #IledeFrance,1370402564513136641,False,https://t.co/iFoUGQ3dSo,"{'followers_count': 778, 'following_count': 5001, 'tweet_count': 3115, 'listed_count': 1}",False,1.514871549265916e+18,uce_iledefrance,,UCE Ile de France,https://pbs.twimg.com/profile_images/1525087195576643584/2kcWBcgv_normal.jpg,2021-03-12T15:53:36.000Z,
An Award-Winning Bilingual TV Host | Travel Journalist | Keynote Speaker | Member of @nahj and @spj_tweets | 🌎 61 Countries travel@jetsetwithjeannette.com,369055527,False,https://t.co/Bk75QhJudg,"{'followers_count': 3930, 'following_count': 4462, 'tweet_count': 12189, 'listed_count': 73}",False,1.1315927139612384e+18,JeannetteCeja,,Jeannette Ceja,https://pbs.twimg.com/profile_images/1419654771838001152/nhXMI7wd_normal.jpg,2011-09-06T17:51:31.000Z,
FÃ CLUBE OFICIAL do apresentador @LucianoHuck | Oficializado e reconhecido pelo próprio Luciano no dia 16/01/2010 | ❤,101561047,False,https://t.co/4nd3dWyqiI,"{'followers_count': 26956, 'following_count': 55, 'tweet_count': 52746, 'listed_count': 561}",False,1.4042301048767365e+18,ClubeDoHuck_,NÃO somos o Luciano!,CLUBE DO HUCK,https://pbs.twimg.com/profile_images/772482760405557248/I3yjTJvS_normal.jpg,2010-01-03T20:09:09.000Z,
,1478002801586618374,False,,"{'followers_count': 1111, 'following_count': 244, 'tweet_count': 4986, 'listed_count': 13}",False,1.5352376441497395e+18,_HIRO_SE,冲绳县 沖縄,𝖧𝗂𝗋𝗈𝗌𝖾. 𝖲,https://pbs.twimg.com/profile_images/1513423381538181126/XBNSiGJH_normal.jpg,2022-01-03T13:58:42.000Z,
Small boutique travel agency in the Orlando Florida area,1246537111626567680,False,https://t.co/673wtpSGNa,"{'followers_count': 29, 'following_count': 67, 'tweet_count': 957, 'listed_count': 0}",False,,oakland_travel,Oakland Florida,Oakland Travel,https://pbs.twimg.com/profile_images/1352625368193241094/jP-SkmwI_normal.jpg,2020-04-04T20:36:32.000Z,
Author: Minds in Battle. And two marketing books. Two MBAs. University Guest Speaker. Marketer. Researcher. University Advisory Board Member.,4822106404,False,https://t.co/aPb1shCuie,"{'followers_count': 2085, 'following_count': 4082, 'tweet_count': 11459, 'listed_count': 15}",False,1.3131779356087665e+18,SherifBenhawy,In my mind,𝕾𝖍𝖊𝖗𝖎𝖋 𝕭𝖊𝖓𝖍𝖆𝖜𝖞,https://pbs.twimg.com/profile_images/1530411976362545153/FYp7SWtM_normal.jpg,2016-01-17T20:11:21.000Z,
Amoureux de Paname,875280010877296640,False,,"{'followers_count': 264827, 'following_count': 267776, 'tweet_count': 48619, 'listed_count': 385}",False,1.1583283379468083e+18,ParisAMDParis,"Paris, Montmartre ",Paname Paris,https://pbs.twimg.com/profile_images/1417776308533276672/ateDn7X-_normal.jpg,2017-06-15T09:13:11.000Z,
🇨🇵🏳️‍🌈 38ans célibataire venez parler je mort pas. #SoutienFDO,1476131109759070215,False,https://t.co/vmpd7KyRu4,"{'followers_count': 81, 'following_count': 712, 'tweet_count': 2980, 'listed_count': 2}",False,1.5326297493690286e+18,Damien24750,,Damien,https://pbs.twimg.com/profile_images/1523566044308254720/Ioh_vscJ_normal.jpg,2021-12-29T10:01:31.000Z,
🎤 Cantautora • Actriz 🎭 📍 Entre #Paris & #México karlalazo.booking@gmail.com 🎶 Escucha mi sencillo #UnaSeñal👇🏻💕✨,630586164,False,https://t.co/fWKq4voEb1,"{'followers_count': 346, 'following_count': 635, 'tweet_count': 800, 'listed_count': 1}",False,,karlalazomusic,"Paris, France",Karla Lazo,https://pbs.twimg.com/profile_images/1207072637589086208/tGEBK9rv_normal.jpg,2012-07-08T20:41:04.000Z,
🌏 #UCE Union des Centristes et des Écologistes @uce_fr en #IledeFrance,1370402564513136641,False,https://t.co/iFoUGQ3dSo,"{'followers_count': 778, 'following_count': 5001, 'tweet_count': 3115, 'listed_count': 1}",False,1.514871549265916e+18,uce_iledefrance,,UCE Ile de France,https://pbs.twimg.com/profile_images/1525087195576643584/2kcWBcgv_normal.jpg,2021-03-12T15:53:36.000Z,
Official Chillaxation Internet Radio Station,825790602830815233,False,https://t.co/K5QCdZ9KwL,"{'followers_count': 462, 'following_count': 367, 'tweet_count': 86224, 'listed_count': 9}",False,1.238626541317378e+18,smoothjazznola,"New Orleans, LA",SmoothJazzNola,https://pbs.twimg.com/profile_images/1513479307703767040/TquE0NFO_normal.jpg,2017-01-29T19:39:56.000Z,
,1352574787827232768,False,,"{'followers_count': 22, 'following_count': 141, 'tweet_count': 3536, 'listed_count': 0}",False,1.5130346953108234e+18,Forza22064692,,Venom,https://pbs.twimg.com/profile_images/1513179832791846918/4lNhR9WI_normal.jpg,2021-01-22T11:12:26.000Z,
Les choses de la vie. Journaliste à @France2tv @Francetele Dans les choses banales on trouve toujours de l’extraordinaire si l’on exerce son œil.,381984284,False,,"{'followers_count': 353, 'following_count': 998, 'tweet_count': 3670, 'listed_count': 11}",False,,Mimouni_Jamila,,Jamila Mimouni,https://pbs.twimg.com/profile_images/1228764978762612736/Yua-3fof_normal.jpg,2011-09-29T08:55:47.000Z,
"La Grande Ecole des #jeuxvidéo, de l’#animation3D, du #design, et de la #créationweb ! #YESICAN

https://t.co/urLlLIxfLM",2194506271,False,https://t.co/dXqbC2Vg4q,"{'followers_count': 588, 'following_count': 313, 'tweet_count': 838, 'listed_count': 29}",False,,ICAN_Paris,Paris,ICAN,https://pbs.twimg.com/profile_images/1384499656579715077/kd7q42D4_normal.jpg,2013-11-14T16:41:33.000Z,
"International Artistic Painter
https://t.co/Rinxv9brU4
https://t.co/HSjNJGeJxx
LADYJC20 https://t.co/k4RqYaY4Il
LADY25 https://t.co/4gHDqO3efY",881744070237990912,False,,"{'followers_count': 1, 'following_count': 35, 'tweet_count': 456, 'listed_count': 0}",False,,LadyJoyCaloc,"Paris, France",Lady JC Ltd. - Art,https://pbs.twimg.com/profile_images/1386632810904043520/ZhedG0kA_normal.jpg,2017-07-03T05:19:03.000Z,
